subject_id,itemB,causal_itemA,similar_itemA,explanation_type,satisfactory,causal_itemA_causal_distance,causal_itemA_freesort_distance,causal_itemA_freesort_minus_causal,similar_itemA_causal_distance,similar_itemA_freesort_distance,similar_itemA_freesort_minus_causal
subj_59,get tired,jump up and down,feel scared,Direct,74,0.04,0.78,0.73,0.47,0.5,0.03
subj_59,get tired,jump up and down,feel scared,Intrinsic,3,0.04,0.78,0.73,0.47,0.5,0.03
subj_59,choose what to do,feel scared,remember something,Direct,75,0.16,0.78,0.62,0.1,0.42,0.32
subj_59,choose what to do,feel scared,remember something,Intrinsic,74,0.16,0.78,0.62,0.1,0.42,0.32
subj_59,reach for something,become hungry,kick something,Direct,76,0.18,0.83,0.65,0.62,0.49,-0.14
subj_59,reach for something,become hungry,kick something,Intrinsic,51,0.18,0.83,0.65,0.62,0.49,-0.14
subj_59,kick something,think about something,jump up and down,Direct,74,0.4,0.9,0.5,0.61,0.26,-0.35
subj_59,kick something,think about something,jump up and down,Intrinsic,74,0.4,0.9,0.5,0.61,0.26,-0.35
subj_59,experience pain,kick something,feel scared,Direct,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_59,experience pain,kick something,feel scared,Intrinsic,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_59,think about something,take a walk,remember something,Direct,74,0.15,0.86,0.72,0.01,0,-0.01
subj_59,think about something,take a walk,remember something,Intrinsic,75,0.15,0.86,0.72,0.01,0,-0.01
subj_59,become hungry,take a walk,experience pain,Direct,74,0.14,0.79,0.65,0.72,0.49,-0.22
subj_59,become hungry,take a walk,experience pain,Intrinsic,50,0.14,0.79,0.65,0.72,0.49,-0.22
subj_59,get sick,see something,get tired,Direct,50,0.4,0.95,0.55,0.42,0.37,-0.06
subj_59,get sick,see something,get tired,Intrinsic,26,0.4,0.95,0.55,0.42,0.37,-0.06
subj_59,feel scared,see something,become hungry,Direct,74,0.06,0.78,0.71,0.63,0.58,-0.05
subj_59,feel scared,see something,become hungry,Intrinsic,51,0.06,0.78,0.71,0.63,0.58,-0.05
subj_59,hear something,take a walk,see something,Direct,74,0.23,0.86,0.62,0.49,0.05,-0.44
subj_59,hear something,take a walk,see something,Intrinsic,74,0.23,0.86,0.62,0.49,0.05,-0.44
subj_59,jump up and down,think about something,sit down,Direct,74,0.39,0.99,0.6,1,0.3,-0.7
subj_59,jump up and down,think about something,sit down,Intrinsic,26,0.39,0.99,0.6,1,0.3,-0.7
subj_59,remember something,take a walk,think about something,Direct,97,0.22,0.91,0.69,0,0,0
subj_59,remember something,take a walk,think about something,Intrinsic,75,0.22,0.91,0.69,0,0,0
subj_59,sit down,experience pain,jump up and down,Direct,74,0.08,0.87,0.79,0.61,0.3,-0.31
subj_59,sit down,experience pain,jump up and down,Intrinsic,50,0.08,0.87,0.79,0.61,0.3,-0.31
subj_59,see something,take a walk,hear something,Direct,74,0.17,0.86,0.69,0.46,0.05,-0.41
subj_59,see something,take a walk,hear something,Intrinsic,76,0.17,0.86,0.69,0.46,0.05,-0.41
subj_59,take a walk,think about something,jump up and down,Direct,74,0.25,0.86,0.61,0.76,0.17,-0.59
subj_59,take a walk,think about something,jump up and down,Intrinsic,50,0.25,0.86,0.61,0.76,0.17,-0.59
subj_60,see something,take a walk,hear something,Direct,63,0.17,0.86,0.69,0.46,0.05,-0.41
subj_60,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_60,get tired,jump up and down,feel scared,Direct,97,0.04,0.78,0.73,0.47,0.5,0.03
subj_60,get tired,jump up and down,feel scared,Intrinsic,5,0.04,0.78,0.73,0.47,0.5,0.03
subj_60,kick something,think about something,jump up and down,Direct,66,0.4,0.9,0.5,0.61,0.26,-0.35
subj_60,kick something,think about something,jump up and down,Intrinsic,25,0.4,0.9,0.5,0.61,0.26,-0.35
subj_60,get sick,see something,get tired,Direct,55,0.4,0.95,0.55,0.42,0.37,-0.06
subj_60,get sick,see something,get tired,Intrinsic,43,0.4,0.95,0.55,0.42,0.37,-0.06
subj_60,sit down,experience pain,jump up and down,Direct,86,0.08,0.87,0.79,0.61,0.3,-0.31
subj_60,sit down,experience pain,jump up and down,Intrinsic,2,0.08,0.87,0.79,0.61,0.3,-0.31
subj_60,reach for something,become hungry,kick something,Direct,71,0.18,0.83,0.65,0.62,0.49,-0.14
subj_60,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_60,experience pain,kick something,feel scared,Direct,84,0.07,0.72,0.65,0.34,0.32,-0.02
subj_60,experience pain,kick something,feel scared,Intrinsic,56,0.07,0.72,0.65,0.34,0.32,-0.02
subj_60,hear something,take a walk,see something,Direct,53,0.23,0.86,0.62,0.49,0.05,-0.44
subj_60,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_60,choose what to do,feel scared,remember something,Direct,59,0.16,0.78,0.62,0.1,0.42,0.32
subj_60,choose what to do,feel scared,remember something,Intrinsic,99,0.16,0.78,0.62,0.1,0.42,0.32
subj_60,think about something,take a walk,remember something,Direct,81,0.15,0.86,0.72,0.01,0,-0.01
subj_60,think about something,take a walk,remember something,Intrinsic,44,0.15,0.86,0.72,0.01,0,-0.01
subj_60,become hungry,take a walk,experience pain,Direct,96,0.14,0.79,0.65,0.72,0.49,-0.22
subj_60,become hungry,take a walk,experience pain,Intrinsic,60,0.14,0.79,0.65,0.72,0.49,-0.22
subj_60,remember something,take a walk,think about something,Direct,70,0.22,0.91,0.69,0,0,0
subj_60,remember something,take a walk,think about something,Intrinsic,68,0.22,0.91,0.69,0,0,0
subj_60,jump up and down,think about something,sit down,Direct,68,0.39,0.99,0.6,1,0.3,-0.7
subj_60,jump up and down,think about something,sit down,Intrinsic,4,0.39,0.99,0.6,1,0.3,-0.7
subj_60,take a walk,think about something,jump up and down,Direct,74,0.25,0.86,0.61,0.76,0.17,-0.59
subj_60,take a walk,think about something,jump up and down,Intrinsic,34,0.25,0.86,0.61,0.76,0.17,-0.59
subj_60,feel scared,see something,become hungry,Direct,66,0.06,0.78,0.71,0.63,0.58,-0.05
subj_60,feel scared,see something,become hungry,Intrinsic,16,0.06,0.78,0.71,0.63,0.58,-0.05
subj_61,sit down,experience pain,jump up and down,Direct,75,0.08,0.87,0.79,0.61,0.3,-0.31
subj_61,sit down,experience pain,jump up and down,Intrinsic,60,0.08,0.87,0.79,0.61,0.3,-0.31
subj_61,become hungry,take a walk,experience pain,Direct,85,0.14,0.79,0.65,0.72,0.49,-0.22
subj_61,become hungry,take a walk,experience pain,Intrinsic,5,0.14,0.79,0.65,0.72,0.49,-0.22
subj_61,jump up and down,think about something,sit down,Direct,85,0.39,0.99,0.6,1,0.3,-0.7
subj_61,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_61,see something,take a walk,hear something,Direct,13,0.17,0.86,0.69,0.46,0.05,-0.41
subj_61,see something,take a walk,hear something,Intrinsic,61,0.17,0.86,0.69,0.46,0.05,-0.41
subj_61,hear something,take a walk,see something,Direct,11,0.23,0.86,0.62,0.49,0.05,-0.44
subj_61,hear something,take a walk,see something,Intrinsic,29,0.23,0.86,0.62,0.49,0.05,-0.44
subj_61,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_61,feel scared,see something,become hungry,Intrinsic,21,0.06,0.78,0.71,0.63,0.58,-0.05
subj_61,experience pain,kick something,feel scared,Direct,94,0.07,0.72,0.65,0.34,0.32,-0.02
subj_61,experience pain,kick something,feel scared,Intrinsic,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_61,get sick,see something,get tired,Direct,49,0.4,0.95,0.55,0.42,0.37,-0.06
subj_61,get sick,see something,get tired,Intrinsic,31,0.4,0.95,0.55,0.42,0.37,-0.06
subj_61,remember something,take a walk,think about something,Direct,73,0.22,0.91,0.69,0,0,0
subj_61,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_61,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_61,get tired,jump up and down,feel scared,Intrinsic,73,0.04,0.78,0.73,0.47,0.5,0.03
subj_61,kick something,think about something,jump up and down,Direct,0,0.4,0.9,0.5,0.61,0.26,-0.35
subj_61,kick something,think about something,jump up and down,Intrinsic,39,0.4,0.9,0.5,0.61,0.26,-0.35
subj_61,choose what to do,feel scared,remember something,Direct,49,0.16,0.78,0.62,0.1,0.42,0.32
subj_61,choose what to do,feel scared,remember something,Intrinsic,80,0.16,0.78,0.62,0.1,0.42,0.32
subj_61,reach for something,become hungry,kick something,Direct,82,0.18,0.83,0.65,0.62,0.49,-0.14
subj_61,reach for something,become hungry,kick something,Intrinsic,17,0.18,0.83,0.65,0.62,0.49,-0.14
subj_61,think about something,take a walk,remember something,Direct,79,0.15,0.86,0.72,0.01,0,-0.01
subj_61,think about something,take a walk,remember something,Intrinsic,95,0.15,0.86,0.72,0.01,0,-0.01
subj_61,take a walk,think about something,jump up and down,Direct,58,0.25,0.86,0.61,0.76,0.17,-0.59
subj_61,take a walk,think about something,jump up and down,Intrinsic,4,0.25,0.86,0.61,0.76,0.17,-0.59
subj_62,see something,take a walk,hear something,Direct,80,0.17,0.86,0.69,0.46,0.05,-0.41
subj_62,see something,take a walk,hear something,Intrinsic,49,0.17,0.86,0.69,0.46,0.05,-0.41
subj_62,feel scared,see something,become hungry,Direct,50,0.06,0.78,0.71,0.63,0.58,-0.05
subj_62,feel scared,see something,become hungry,Intrinsic,24,0.06,0.78,0.71,0.63,0.58,-0.05
subj_62,experience pain,kick something,feel scared,Direct,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_62,experience pain,kick something,feel scared,Intrinsic,50,0.07,0.72,0.65,0.34,0.32,-0.02
subj_62,jump up and down,think about something,sit down,Direct,50,0.39,0.99,0.6,1,0.3,-0.7
subj_62,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_62,get sick,see something,get tired,Direct,24,0.4,0.95,0.55,0.42,0.37,-0.06
subj_62,get sick,see something,get tired,Intrinsic,18,0.4,0.95,0.55,0.42,0.37,-0.06
subj_62,choose what to do,feel scared,remember something,Direct,74,0.16,0.78,0.62,0.1,0.42,0.32
subj_62,choose what to do,feel scared,remember something,Intrinsic,75,0.16,0.78,0.62,0.1,0.42,0.32
subj_62,reach for something,become hungry,kick something,Direct,50,0.18,0.83,0.65,0.62,0.49,-0.14
subj_62,reach for something,become hungry,kick something,Intrinsic,6,0.18,0.83,0.65,0.62,0.49,-0.14
subj_62,hear something,take a walk,see something,Direct,25,0.23,0.86,0.62,0.49,0.05,-0.44
subj_62,hear something,take a walk,see something,Intrinsic,49,0.23,0.86,0.62,0.49,0.05,-0.44
subj_62,kick something,think about something,jump up and down,Direct,49,0.4,0.9,0.5,0.61,0.26,-0.35
subj_62,kick something,think about something,jump up and down,Intrinsic,2,0.4,0.9,0.5,0.61,0.26,-0.35
subj_62,become hungry,take a walk,experience pain,Direct,4,0.14,0.79,0.65,0.72,0.49,-0.22
subj_62,become hungry,take a walk,experience pain,Intrinsic,23,0.14,0.79,0.65,0.72,0.49,-0.22
subj_62,remember something,take a walk,think about something,Direct,20,0.22,0.91,0.69,0,0,0
subj_62,remember something,take a walk,think about something,Intrinsic,75,0.22,0.91,0.69,0,0,0
subj_62,think about something,take a walk,remember something,Direct,20,0.15,0.86,0.72,0.01,0,-0.01
subj_62,think about something,take a walk,remember something,Intrinsic,74,0.15,0.86,0.72,0.01,0,-0.01
subj_62,take a walk,think about something,jump up and down,Direct,50,0.25,0.86,0.61,0.76,0.17,-0.59
subj_62,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_62,sit down,experience pain,jump up and down,Direct,89,0.08,0.87,0.79,0.61,0.3,-0.31
subj_62,sit down,experience pain,jump up and down,Intrinsic,11,0.08,0.87,0.79,0.61,0.3,-0.31
subj_62,get tired,jump up and down,feel scared,Direct,99,0.04,0.78,0.73,0.47,0.5,0.03
subj_62,get tired,jump up and down,feel scared,Intrinsic,4,0.04,0.78,0.73,0.47,0.5,0.03
subj_63,get sick,see something,get tired,Direct,29,0.4,0.95,0.55,0.42,0.37,-0.06
subj_63,get sick,see something,get tired,Intrinsic,37,0.4,0.95,0.55,0.42,0.37,-0.06
subj_63,think about something,take a walk,remember something,Direct,67,0.15,0.86,0.72,0.01,0,-0.01
subj_63,think about something,take a walk,remember something,Intrinsic,39,0.15,0.86,0.72,0.01,0,-0.01
subj_63,feel scared,see something,become hungry,Direct,40,0.06,0.78,0.71,0.63,0.58,-0.05
subj_63,feel scared,see something,become hungry,Intrinsic,15,0.06,0.78,0.71,0.63,0.58,-0.05
subj_63,get tired,jump up and down,feel scared,Direct,43,0.04,0.78,0.73,0.47,0.5,0.03
subj_63,get tired,jump up and down,feel scared,Intrinsic,42,0.04,0.78,0.73,0.47,0.5,0.03
subj_63,take a walk,think about something,jump up and down,Direct,65,0.25,0.86,0.61,0.76,0.17,-0.59
subj_63,take a walk,think about something,jump up and down,Intrinsic,54,0.25,0.86,0.61,0.76,0.17,-0.59
subj_63,kick something,think about something,jump up and down,Direct,28,0.4,0.9,0.5,0.61,0.26,-0.35
subj_63,kick something,think about something,jump up and down,Intrinsic,41,0.4,0.9,0.5,0.61,0.26,-0.35
subj_63,choose what to do,feel scared,remember something,Direct,44,0.16,0.78,0.62,0.1,0.42,0.32
subj_63,choose what to do,feel scared,remember something,Intrinsic,44,0.16,0.78,0.62,0.1,0.42,0.32
subj_63,experience pain,kick something,feel scared,Direct,53,0.07,0.72,0.65,0.34,0.32,-0.02
subj_63,experience pain,kick something,feel scared,Intrinsic,46,0.07,0.72,0.65,0.34,0.32,-0.02
subj_63,hear something,take a walk,see something,Direct,39,0.23,0.86,0.62,0.49,0.05,-0.44
subj_63,hear something,take a walk,see something,Intrinsic,0,0.23,0.86,0.62,0.49,0.05,-0.44
subj_63,become hungry,take a walk,experience pain,Direct,45,0.14,0.79,0.65,0.72,0.49,-0.22
subj_63,become hungry,take a walk,experience pain,Intrinsic,35,0.14,0.79,0.65,0.72,0.49,-0.22
subj_63,jump up and down,think about something,sit down,Direct,43,0.39,0.99,0.6,1,0.3,-0.7
subj_63,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_63,reach for something,become hungry,kick something,Direct,51,0.18,0.83,0.65,0.62,0.49,-0.14
subj_63,reach for something,become hungry,kick something,Intrinsic,47,0.18,0.83,0.65,0.62,0.49,-0.14
subj_63,sit down,experience pain,jump up and down,Direct,61,0.08,0.87,0.79,0.61,0.3,-0.31
subj_63,sit down,experience pain,jump up and down,Intrinsic,45,0.08,0.87,0.79,0.61,0.3,-0.31
subj_63,remember something,take a walk,think about something,Direct,44,0.22,0.91,0.69,0,0,0
subj_63,remember something,take a walk,think about something,Intrinsic,44,0.22,0.91,0.69,0,0,0
subj_63,see something,take a walk,hear something,Direct,59,0.17,0.86,0.69,0.46,0.05,-0.41
subj_63,see something,take a walk,hear something,Intrinsic,0,0.17,0.86,0.69,0.46,0.05,-0.41
subj_64,jump up and down,think about something,sit down,Direct,4,0.39,0.99,0.6,1,0.3,-0.7
subj_64,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_64,kick something,think about something,jump up and down,Direct,80,0.4,0.9,0.5,0.61,0.26,-0.35
subj_64,kick something,think about something,jump up and down,Intrinsic,34,0.4,0.9,0.5,0.61,0.26,-0.35
subj_64,sit down,experience pain,jump up and down,Direct,88,0.08,0.87,0.79,0.61,0.3,-0.31
subj_64,sit down,experience pain,jump up and down,Intrinsic,5,0.08,0.87,0.79,0.61,0.3,-0.31
subj_64,feel scared,see something,become hungry,Direct,100,0.06,0.78,0.71,0.63,0.58,-0.05
subj_64,feel scared,see something,become hungry,Intrinsic,6,0.06,0.78,0.71,0.63,0.58,-0.05
subj_64,experience pain,kick something,feel scared,Direct,100,0.07,0.72,0.65,0.34,0.32,-0.02
subj_64,experience pain,kick something,feel scared,Intrinsic,0,0.07,0.72,0.65,0.34,0.32,-0.02
subj_64,take a walk,think about something,jump up and down,Direct,76,0.25,0.86,0.61,0.76,0.17,-0.59
subj_64,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_64,hear something,take a walk,see something,Direct,77,0.23,0.86,0.62,0.49,0.05,-0.44
subj_64,hear something,take a walk,see something,Intrinsic,24,0.23,0.86,0.62,0.49,0.05,-0.44
subj_64,see something,take a walk,hear something,Direct,100,0.17,0.86,0.69,0.46,0.05,-0.41
subj_64,see something,take a walk,hear something,Intrinsic,83,0.17,0.86,0.69,0.46,0.05,-0.41
subj_64,remember something,take a walk,think about something,Direct,82,0.22,0.91,0.69,0,0,0
subj_64,remember something,take a walk,think about something,Intrinsic,100,0.22,0.91,0.69,0,0,0
subj_64,choose what to do,feel scared,remember something,Direct,65,0.16,0.78,0.62,0.1,0.42,0.32
subj_64,choose what to do,feel scared,remember something,Intrinsic,90,0.16,0.78,0.62,0.1,0.42,0.32
subj_64,get sick,see something,get tired,Direct,83,0.4,0.95,0.55,0.42,0.37,-0.06
subj_64,get sick,see something,get tired,Intrinsic,0,0.4,0.95,0.55,0.42,0.37,-0.06
subj_64,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_64,get tired,jump up and down,feel scared,Intrinsic,34,0.04,0.78,0.73,0.47,0.5,0.03
subj_64,reach for something,become hungry,kick something,Direct,91,0.18,0.83,0.65,0.62,0.49,-0.14
subj_64,reach for something,become hungry,kick something,Intrinsic,0,0.18,0.83,0.65,0.62,0.49,-0.14
subj_64,think about something,take a walk,remember something,Direct,90,0.15,0.86,0.72,0.01,0,-0.01
subj_64,think about something,take a walk,remember something,Intrinsic,100,0.15,0.86,0.72,0.01,0,-0.01
subj_64,become hungry,take a walk,experience pain,Direct,76,0.14,0.79,0.65,0.72,0.49,-0.22
subj_64,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_65,remember something,take a walk,think about something,Direct,25,0.22,0.91,0.69,0,0,0
subj_65,remember something,take a walk,think about something,Intrinsic,70,0.22,0.91,0.69,0,0,0
subj_65,get sick,see something,get tired,Direct,87,0.4,0.95,0.55,0.42,0.37,-0.06
subj_65,get sick,see something,get tired,Intrinsic,14,0.4,0.95,0.55,0.42,0.37,-0.06
subj_65,feel scared,see something,become hungry,Direct,91,0.06,0.78,0.71,0.63,0.58,-0.05
subj_65,feel scared,see something,become hungry,Intrinsic,1,0.06,0.78,0.71,0.63,0.58,-0.05
subj_65,kick something,think about something,jump up and down,Direct,20,0.4,0.9,0.5,0.61,0.26,-0.35
subj_65,kick something,think about something,jump up and down,Intrinsic,0,0.4,0.9,0.5,0.61,0.26,-0.35
subj_65,sit down,experience pain,jump up and down,Direct,98,0.08,0.87,0.79,0.61,0.3,-0.31
subj_65,sit down,experience pain,jump up and down,Intrinsic,10,0.08,0.87,0.79,0.61,0.3,-0.31
subj_65,experience pain,kick something,feel scared,Direct,99,0.07,0.72,0.65,0.34,0.32,-0.02
subj_65,experience pain,kick something,feel scared,Intrinsic,19,0.07,0.72,0.65,0.34,0.32,-0.02
subj_65,become hungry,take a walk,experience pain,Direct,50,0.14,0.79,0.65,0.72,0.49,-0.22
subj_65,become hungry,take a walk,experience pain,Intrinsic,3,0.14,0.79,0.65,0.72,0.49,-0.22
subj_65,think about something,take a walk,remember something,Direct,36,0.15,0.86,0.72,0.01,0,-0.01
subj_65,think about something,take a walk,remember something,Intrinsic,78,0.15,0.86,0.72,0.01,0,-0.01
subj_65,reach for something,become hungry,kick something,Direct,63,0.18,0.83,0.65,0.62,0.49,-0.14
subj_65,reach for something,become hungry,kick something,Intrinsic,1,0.18,0.83,0.65,0.62,0.49,-0.14
subj_65,choose what to do,feel scared,remember something,Direct,62,0.16,0.78,0.62,0.1,0.42,0.32
subj_65,choose what to do,feel scared,remember something,Intrinsic,50,0.16,0.78,0.62,0.1,0.42,0.32
subj_65,take a walk,think about something,jump up and down,Direct,10,0.25,0.86,0.61,0.76,0.17,-0.59
subj_65,take a walk,think about something,jump up and down,Intrinsic,0,0.25,0.86,0.61,0.76,0.17,-0.59
subj_65,hear something,take a walk,see something,Direct,24,0.23,0.86,0.62,0.49,0.05,-0.44
subj_65,hear something,take a walk,see something,Intrinsic,5,0.23,0.86,0.62,0.49,0.05,-0.44
subj_65,jump up and down,think about something,sit down,Direct,16,0.39,0.99,0.6,1,0.3,-0.7
subj_65,jump up and down,think about something,sit down,Intrinsic,0,0.39,0.99,0.6,1,0.3,-0.7
subj_65,get tired,jump up and down,feel scared,Direct,69,0.04,0.78,0.73,0.47,0.5,0.03
subj_65,get tired,jump up and down,feel scared,Intrinsic,15,0.04,0.78,0.73,0.47,0.5,0.03
subj_65,see something,take a walk,hear something,Direct,71,0.17,0.86,0.69,0.46,0.05,-0.41
subj_65,see something,take a walk,hear something,Intrinsic,6,0.17,0.86,0.69,0.46,0.05,-0.41
subj_66,hear something,take a walk,see something,Direct,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_66,hear something,take a walk,see something,Intrinsic,50,0.23,0.86,0.62,0.49,0.05,-0.44
subj_66,see something,take a walk,hear something,Direct,60,0.17,0.86,0.69,0.46,0.05,-0.41
subj_66,see something,take a walk,hear something,Intrinsic,38,0.17,0.86,0.69,0.46,0.05,-0.41
subj_66,reach for something,become hungry,kick something,Direct,95,0.18,0.83,0.65,0.62,0.49,-0.14
subj_66,reach for something,become hungry,kick something,Intrinsic,93,0.18,0.83,0.65,0.62,0.49,-0.14
subj_66,kick something,think about something,jump up and down,Direct,61,0.4,0.9,0.5,0.61,0.26,-0.35
subj_66,kick something,think about something,jump up and down,Intrinsic,74,0.4,0.9,0.5,0.61,0.26,-0.35
subj_66,sit down,experience pain,jump up and down,Direct,100,0.08,0.87,0.79,0.61,0.3,-0.31
subj_66,sit down,experience pain,jump up and down,Intrinsic,12,0.08,0.87,0.79,0.61,0.3,-0.31
subj_66,jump up and down,think about something,sit down,Direct,31,0.39,0.99,0.6,1,0.3,-0.7
subj_66,jump up and down,think about something,sit down,Intrinsic,30,0.39,0.99,0.6,1,0.3,-0.7
subj_66,get tired,jump up and down,feel scared,Direct,100,0.04,0.78,0.73,0.47,0.5,0.03
subj_66,get tired,jump up and down,feel scared,Intrinsic,76,0.04,0.78,0.73,0.47,0.5,0.03
subj_66,get sick,see something,get tired,Direct,100,0.4,0.95,0.55,0.42,0.37,-0.06
subj_66,get sick,see something,get tired,Intrinsic,41,0.4,0.95,0.55,0.42,0.37,-0.06
subj_66,experience pain,kick something,feel scared,Direct,100,0.07,0.72,0.65,0.34,0.32,-0.02
subj_66,experience pain,kick something,feel scared,Intrinsic,69,0.07,0.72,0.65,0.34,0.32,-0.02
subj_66,think about something,take a walk,remember something,Direct,22,0.15,0.86,0.72,0.01,0,-0.01
subj_66,think about something,take a walk,remember something,Intrinsic,58,0.15,0.86,0.72,0.01,0,-0.01
subj_66,become hungry,take a walk,experience pain,Direct,75,0.14,0.79,0.65,0.72,0.49,-0.22
subj_66,become hungry,take a walk,experience pain,Intrinsic,0,0.14,0.79,0.65,0.72,0.49,-0.22
subj_66,remember something,take a walk,think about something,Direct,100,0.22,0.91,0.69,0,0,0
subj_66,remember something,take a walk,think about something,Intrinsic,82,0.22,0.91,0.69,0,0,0
subj_66,feel scared,see something,become hungry,Direct,31,0.06,0.78,0.71,0.63,0.58,-0.05
subj_66,feel scared,see something,become hungry,Intrinsic,0,0.06,0.78,0.71,0.63,0.58,-0.05
subj_66,choose what to do,feel scared,remember something,Direct,0,0.16,0.78,0.62,0.1,0.42,0.32
subj_66,choose what to do,feel scared,remember something,Intrinsic,77,0.16,0.78,0.62,0.1,0.42,0.32
subj_66,take a walk,think about something,jump up and down,Direct,82,0.25,0.86,0.61,0.76,0.17,-0.59
subj_66,take a walk,think about something,jump up and down,Intrinsic,28,0.25,0.86,0.61,0.76,0.17,-0.59
subj_67,hear something,take a walk,see something,Direct,23,0.23,0.86,0.62,0.49,0.05,-0.44
subj_67,hear something,take a walk,see something,Intrinsic,19,0.23,0.86,0.62,0.49,0.05,-0.44
subj_67,remember something,take a walk,think about something,Direct,59,0.22,0.91,0.69,0,0,0
subj_67,remember something,take a walk,think about something,Intrinsic,74,0.22,0.91,0.69,0,0,0
subj_67,see something,take a walk,hear something,Direct,54,0.17,0.86,0.69,0.46,0.05,-0.41
subj_67,see something,take a walk,hear something,Intrinsic,15,0.17,0.86,0.69,0.46,0.05,-0.41
subj_67,reach for something,become hungry,kick something,Direct,59,0.18,0.83,0.65,0.62,0.49,-0.14
subj_67,reach for something,become hungry,kick something,Intrinsic,32,0.18,0.83,0.65,0.62,0.49,-0.14
subj_67,kick something,think about something,jump up and down,Direct,33,0.4,0.9,0.5,0.61,0.26,-0.35
subj_67,kick something,think about something,jump up and down,Intrinsic,60,0.4,0.9,0.5,0.61,0.26,-0.35
subj_67,become hungry,take a walk,experience pain,Direct,35,0.14,0.79,0.65,0.72,0.49,-0.22
subj_67,become hungry,take a walk,experience pain,Intrinsic,15,0.14,0.79,0.65,0.72,0.49,-0.22
subj_67,sit down,experience pain,jump up and down,Direct,65,0.08,0.87,0.79,0.61,0.3,-0.31
subj_67,sit down,experience pain,jump up and down,Intrinsic,55,0.08,0.87,0.79,0.61,0.3,-0.31
subj_67,take a walk,think about something,jump up and down,Direct,57,0.25,0.86,0.61,0.76,0.17,-0.59
subj_67,take a walk,think about something,jump up and down,Intrinsic,31,0.25,0.86,0.61,0.76,0.17,-0.59
subj_67,feel scared,see something,become hungry,Direct,78,0.06,0.78,0.71,0.63,0.58,-0.05
subj_67,feel scared,see something,become hungry,Intrinsic,30,0.06,0.78,0.71,0.63,0.58,-0.05
subj_67,get sick,see something,get tired,Direct,58,0.4,0.95,0.55,0.42,0.37,-0.06
subj_67,get sick,see something,get tired,Intrinsic,33,0.4,0.95,0.55,0.42,0.37,-0.06
subj_67,get tired,jump up and down,feel scared,Direct,80,0.04,0.78,0.73,0.47,0.5,0.03
subj_67,get tired,jump up and down,feel scared,Intrinsic,32,0.04,0.78,0.73,0.47,0.5,0.03
subj_67,experience pain,kick something,feel scared,Direct,75,0.07,0.72,0.65,0.34,0.32,-0.02
subj_67,experience pain,kick something,feel scared,Intrinsic,53,0.07,0.72,0.65,0.34,0.32,-0.02
subj_67,think about something,take a walk,remember something,Direct,59,0.15,0.86,0.72,0.01,0,-0.01
subj_67,think about something,take a walk,remember something,Intrinsic,77,0.15,0.86,0.72,0.01,0,-0.01
subj_67,choose what to do,feel scared,remember something,Direct,38,0.16,0.78,0.62,0.1,0.42,0.32
subj_67,choose what to do,feel scared,remember something,Intrinsic,66,0.16,0.78,0.62,0.1,0.42,0.32
subj_67,jump up and down,think about something,sit down,Direct,30,0.39,0.99,0.6,1,0.3,-0.7
subj_67,jump up and down,think about something,sit down,Intrinsic,13,0.39,0.99,0.6,1,0.3,-0.7
subj_68,get tired,jump up and down,feel scared,Direct,68,0.04,0.78,0.73,0.47,0.5,0.03
subj_68,get tired,jump up and down,feel scared,Intrinsic,21,0.04,0.78,0.73,0.47,0.5,0.03
subj_68,see something,take a walk,hear something,Direct,44,0.17,0.86,0.69,0.46,0.05,-0.41
subj_68,see something,take a walk,hear something,Intrinsic,34,0.17,0.86,0.69,0.46,0.05,-0.41
subj_68,jump up and down,think about something,sit down,Direct,14,0.39,0.99,0.6,1,0.3,-0.7
