"subject_id","itemA","itemB","freesort_distance","trial_type_order","domain_itemA","domain_itemB"
"subj_60","experience pain","sit down",0.58,"causal_pairs_second","body","action"
"subj_60","remember something","sit down",0.98,"causal_pairs_second","mind","action"
"subj_60","become hungry","sit down",0.85,"causal_pairs_second","body","action"
"subj_60","choose what to do","sit down",0.67,"causal_pairs_second","mind","action"
"subj_60","get tired","sit down",0.59,"causal_pairs_second","body","action"
"subj_60","jump up and down","sit down",0.2,"causal_pairs_second","action","action"
"subj_60","see something","sit down",0.69,"causal_pairs_second","mind","action"
"subj_60","reach for something","sit down",0.95,"causal_pairs_second","action","action"
"subj_60","kick something","sit down",0.08,"causal_pairs_second","action","action"
"subj_60","hear something","get sick",0.4,"causal_pairs_second","mind","body"
"subj_60","sit down","get sick",0.44,"causal_pairs_second","action","body"
"subj_60","take a walk","get sick",0.58,"causal_pairs_second","action","body"
"subj_60","think about something","get sick",0.52,"causal_pairs_second","mind","body"
"subj_60","feel scared","get sick",0.18,"causal_pairs_second","body","body"
"subj_60","experience pain","get sick",0.01,"causal_pairs_second","body","body"
"subj_60","remember something","get sick",0.61,"causal_pairs_second","mind","body"
"subj_60","become hungry","get sick",0.27,"causal_pairs_second","body","body"
"subj_60","choose what to do","get sick",0.46,"causal_pairs_second","mind","body"
"subj_60","get tired","get sick",0.03,"causal_pairs_second","body","body"
"subj_60","jump up and down","get sick",0.59,"causal_pairs_second","action","body"
"subj_60","see something","get sick",0.36,"causal_pairs_second","mind","body"
"subj_60","reach for something","get sick",0.48,"causal_pairs_second","action","body"
"subj_60","kick something","get sick",0.44,"causal_pairs_second","action","body"
"subj_60","hear something","take a walk",0.84,"causal_pairs_second","mind","action"
"subj_60","sit down","take a walk",0.06,"causal_pairs_second","action","action"
"subj_60","get sick","take a walk",0.58,"causal_pairs_second","body","action"
"subj_60","think about something","take a walk",0.82,"causal_pairs_second","mind","action"
"subj_60","feel scared","take a walk",0.9,"causal_pairs_second","body","action"
"subj_60","experience pain","take a walk",0.73,"causal_pairs_second","body","action"
"subj_60","remember something","take a walk",0.99,"causal_pairs_second","mind","action"
"subj_60","become hungry","take a walk",0.97,"causal_pairs_second","body","action"
"subj_60","choose what to do","take a walk",0.65,"causal_pairs_second","mind","action"
"subj_60","get tired","take a walk",0.7,"causal_pairs_second","body","action"
"subj_60","jump up and down","take a walk",0.04,"causal_pairs_second","action","action"
"subj_60","see something","take a walk",0.71,"causal_pairs_second","mind","action"
"subj_60","reach for something","take a walk",1,"causal_pairs_second","action","action"
"subj_60","kick something","take a walk",0.03,"causal_pairs_second","action","action"
"subj_60","hear something","think about something",0.04,"causal_pairs_second","mind","mind"
"subj_60","sit down","think about something",0.82,"causal_pairs_second","action","mind"
"subj_60","get sick","think about something",0.52,"causal_pairs_second","body","mind"
"subj_60","take a walk","think about something",0.82,"causal_pairs_second","action","mind"
"subj_60","feel scared","think about something",0.59,"causal_pairs_second","body","mind"
"subj_60","experience pain","think about something",0.58,"causal_pairs_second","body","mind"
"subj_60","remember something","think about something",0.03,"causal_pairs_second","mind","mind"
"subj_60","become hungry","think about something",0.5,"causal_pairs_second","body","mind"
"subj_60","choose what to do","think about something",0.03,"causal_pairs_second","mind","mind"
"subj_60","get tired","think about something",0.4,"causal_pairs_second","body","mind"
"subj_60","jump up and down","think about something",0.7,"causal_pairs_second","action","mind"
"subj_60","see something","think about something",0.01,"causal_pairs_second","mind","mind"
"subj_60","reach for something","think about something",0.16,"causal_pairs_second","action","mind"
"subj_60","kick something","think about something",0.65,"causal_pairs_second","action","mind"
"subj_60","hear something","feel scared",0.41,"causal_pairs_second","mind","body"
"subj_60","sit down","feel scared",0.76,"causal_pairs_second","action","body"
"subj_60","get sick","feel scared",0.18,"causal_pairs_second","body","body"
"subj_60","take a walk","feel scared",0.9,"causal_pairs_second","action","body"
"subj_60","think about something","feel scared",0.59,"causal_pairs_second","mind","body"
"subj_60","experience pain","feel scared",0.03,"causal_pairs_second","body","body"
"subj_60","remember something","feel scared",0.59,"causal_pairs_second","mind","body"
"subj_60","become hungry","feel scared",0.01,"causal_pairs_second","body","body"
"subj_60","choose what to do","feel scared",0.61,"causal_pairs_second","mind","body"
"subj_60","get tired","feel scared",0.09,"causal_pairs_second","body","body"
"subj_60","jump up and down","feel scared",0.9,"causal_pairs_second","action","body"
"subj_60","see something","feel scared",0.46,"causal_pairs_second","mind","body"
"subj_60","reach for something","feel scared",0.41,"causal_pairs_second","action","body"
"subj_60","kick something","feel scared",0.76,"causal_pairs_second","action","body"
"subj_60","hear something","experience pain",0.43,"causal_pairs_second","mind","body"
"subj_60","sit down","experience pain",0.58,"causal_pairs_second","action","body"
"subj_60","get sick","experience pain",0.01,"causal_pairs_second","body","body"
"subj_60","take a walk","experience pain",0.73,"causal_pairs_second","action","body"
"subj_60","think about something","experience pain",0.58,"causal_pairs_second","mind","body"
"subj_60","feel scared","experience pain",0.03,"causal_pairs_second","body","body"
"subj_60","remember something","experience pain",0.64,"causal_pairs_second","mind","body"
"subj_60","become hungry","experience pain",0.16,"causal_pairs_second","body","body"
"subj_60","choose what to do","experience pain",0.56,"causal_pairs_second","mind","body"
"subj_60","get tired","experience pain",0.04,"causal_pairs_second","body","body"
"subj_60","jump up and down","experience pain",0.75,"causal_pairs_second","action","body"
"subj_60","see something","experience pain",0.43,"causal_pairs_second","mind","body"
"subj_60","reach for something","experience pain",0.48,"causal_pairs_second","action","body"
"subj_60","kick something","experience pain",0.6,"causal_pairs_second","action","body"
"subj_60","hear something","remember something",0.06,"causal_pairs_second","mind","mind"
"subj_60","sit down","remember something",0.98,"causal_pairs_second","action","mind"
"subj_60","get sick","remember something",0.61,"causal_pairs_second","body","mind"
"subj_60","take a walk","remember something",0.99,"causal_pairs_second","action","mind"
"subj_60","think about something","remember something",0.03,"causal_pairs_second","mind","mind"
"subj_60","feel scared","remember something",0.59,"causal_pairs_second","body","mind"
"subj_60","experience pain","remember something",0.64,"causal_pairs_second","body","mind"
"subj_60","become hungry","remember something",0.48,"causal_pairs_second","body","mind"
"subj_60","choose what to do","remember something",0.21,"causal_pairs_second","mind","mind"
"subj_60","get tired","remember something",0.46,"causal_pairs_second","body","mind"
"subj_60","jump up and down","remember something",0.88,"causal_pairs_second","action","mind"
"subj_60","see something","remember something",0.15,"causal_pairs_second","mind","mind"
"subj_60","reach for something","remember something",0.07,"causal_pairs_second","action","mind"
"subj_60","kick something","remember something",0.82,"causal_pairs_second","action","mind"
"subj_60","hear something","become hungry",0.32,"causal_pairs_second","mind","body"
"subj_60","sit down","become hungry",0.85,"causal_pairs_second","action","body"
"subj_60","get sick","become hungry",0.27,"causal_pairs_second","body","body"
"subj_60","take a walk","become hungry",0.97,"causal_pairs_second","action","body"
"subj_60","think about something","become hungry",0.5,"causal_pairs_second","mind","body"
"subj_60","feel scared","become hungry",0.01,"causal_pairs_second","body","body"
"subj_60","experience pain","become hungry",0.16,"causal_pairs_second","body","body"
"subj_60","remember something","become hungry",0.48,"causal_pairs_second","mind","body"
"subj_60","choose what to do","become hungry",0.55,"causal_pairs_second","mind","body"
"subj_60","get tired","become hungry",0.12,"causal_pairs_second","body","body"
"subj_60","jump up and down","become hungry",0.95,"causal_pairs_second","action","body"
"subj_60","see something","become hungry",0.39,"causal_pairs_second","mind","body"
"subj_60","reach for something","become hungry",0.28,"causal_pairs_second","action","body"
"subj_60","kick something","become hungry",0.81,"causal_pairs_second","action","body"
"subj_60","hear something","choose what to do",0.15,"causal_pairs_second","mind","mind"
"subj_60","sit down","choose what to do",0.67,"causal_pairs_second","action","mind"
"subj_60","get sick","choose what to do",0.46,"causal_pairs_second","body","mind"
"subj_60","take a walk","choose what to do",0.65,"causal_pairs_second","action","mind"
"subj_60","think about something","choose what to do",0.03,"causal_pairs_second","mind","mind"
"subj_60","feel scared","choose what to do",0.61,"causal_pairs_second","body","mind"
"subj_60","experience pain","choose what to do",0.56,"causal_pairs_second","body","mind"
"subj_60","remember something","choose what to do",0.21,"causal_pairs_second","mind","mind"
"subj_60","become hungry","choose what to do",0.55,"causal_pairs_second","body","mind"
"subj_60","get tired","choose what to do",0.39,"causal_pairs_second","body","mind"
"subj_60","jump up and down","choose what to do",0.52,"causal_pairs_second","action","mind"
"subj_60","see something","choose what to do",0.02,"causal_pairs_second","mind","mind"
"subj_60","reach for something","choose what to do",0.3,"causal_pairs_second","action","mind"
"subj_60","kick something","choose what to do",0.48,"causal_pairs_second","action","mind"
"subj_60","hear something","get tired",0.25,"causal_pairs_second","mind","body"
"subj_60","sit down","get tired",0.59,"causal_pairs_second","action","body"
"subj_60","get sick","get tired",0.03,"causal_pairs_second","body","body"
"subj_60","take a walk","get tired",0.7,"causal_pairs_second","action","body"
"subj_60","think about something","get tired",0.4,"causal_pairs_second","mind","body"
"subj_60","feel scared","get tired",0.09,"causal_pairs_second","body","body"
"subj_60","experience pain","get tired",0.04,"causal_pairs_second","body","body"
"subj_60","remember something","get tired",0.46,"causal_pairs_second","mind","body"
"subj_60","become hungry","get tired",0.12,"causal_pairs_second","body","body"
"subj_60","choose what to do","get tired",0.39,"causal_pairs_second","mind","body"
"subj_60","jump up and down","get tired",0.69,"causal_pairs_second","action","body"
"subj_60","see something","get tired",0.25,"causal_pairs_second","mind","body"
"subj_60","reach for something","get tired",0.31,"causal_pairs_second","action","body"
"subj_60","kick something","get tired",0.55,"causal_pairs_second","action","body"
"subj_60","hear something","jump up and down",0.75,"causal_pairs_second","mind","action"
"subj_60","sit down","jump up and down",0.2,"causal_pairs_second","action","action"
"subj_60","get sick","jump up and down",0.59,"causal_pairs_second","body","action"
"subj_60","take a walk","jump up and down",0.04,"causal_pairs_second","action","action"
"subj_60","think about something","jump up and down",0.7,"causal_pairs_second","mind","action"
"subj_60","feel scared","jump up and down",0.9,"causal_pairs_second","body","action"
"subj_60","experience pain","jump up and down",0.75,"causal_pairs_second","body","action"
"subj_60","remember something","jump up and down",0.88,"causal_pairs_second","mind","action"
"subj_60","become hungry","jump up and down",0.95,"causal_pairs_second","body","action"
"subj_60","choose what to do","jump up and down",0.52,"causal_pairs_second","mind","action"
"subj_60","get tired","jump up and down",0.69,"causal_pairs_second","body","action"
"subj_60","see something","jump up and down",0.61,"causal_pairs_second","mind","action"
"subj_60","reach for something","jump up and down",0.91,"causal_pairs_second","action","action"
"subj_60","kick something","jump up and down",0.02,"causal_pairs_second","action","action"
"subj_60","hear something","see something",0,"causal_pairs_second","mind","mind"
"subj_60","sit down","see something",0.69,"causal_pairs_second","action","mind"
"subj_60","get sick","see something",0.36,"causal_pairs_second","body","mind"
"subj_60","take a walk","see something",0.71,"causal_pairs_second","action","mind"
"subj_60","think about something","see something",0.01,"causal_pairs_second","mind","mind"
"subj_60","feel scared","see something",0.46,"causal_pairs_second","body","mind"
"subj_60","experience pain","see something",0.43,"causal_pairs_second","body","mind"
"subj_60","remember something","see something",0.15,"causal_pairs_second","mind","mind"
"subj_60","become hungry","see something",0.39,"causal_pairs_second","body","mind"
"subj_60","choose what to do","see something",0.02,"causal_pairs_second","mind","mind"
"subj_60","get tired","see something",0.25,"causal_pairs_second","body","mind"
"subj_60","jump up and down","see something",0.61,"causal_pairs_second","action","mind"
"subj_60","reach for something","see something",0.16,"causal_pairs_second","action","mind"
"subj_60","kick something","see something",0.54,"causal_pairs_second","action","mind"
"subj_60","hear something","reach for something",0.02,"causal_pairs_second","mind","action"
"subj_60","sit down","reach for something",0.95,"causal_pairs_second","action","action"
"subj_60","get sick","reach for something",0.48,"causal_pairs_second","body","action"
"subj_60","take a walk","reach for something",1,"causal_pairs_second","action","action"
"subj_60","think about something","reach for something",0.16,"causal_pairs_second","mind","action"
"subj_60","feel scared","reach for something",0.41,"causal_pairs_second","body","action"
"subj_60","experience pain","reach for something",0.48,"causal_pairs_second","body","action"
"subj_60","remember something","reach for something",0.07,"causal_pairs_second","mind","action"
"subj_60","become hungry","reach for something",0.28,"causal_pairs_second","body","action"
"subj_60","choose what to do","reach for something",0.3,"causal_pairs_second","mind","action"
"subj_60","get tired","reach for something",0.31,"causal_pairs_second","body","action"
"subj_60","jump up and down","reach for something",0.91,"causal_pairs_second","action","action"
"subj_60","see something","reach for something",0.16,"causal_pairs_second","mind","action"
"subj_60","kick something","reach for something",0.83,"causal_pairs_second","action","action"
"subj_60","hear something","kick something",0.67,"causal_pairs_second","mind","action"
"subj_60","sit down","kick something",0.08,"causal_pairs_second","action","action"
"subj_60","get sick","kick something",0.44,"causal_pairs_second","body","action"
"subj_60","take a walk","kick something",0.03,"causal_pairs_second","action","action"
"subj_60","think about something","kick something",0.65,"causal_pairs_second","mind","action"
"subj_60","feel scared","kick something",0.76,"causal_pairs_second","body","action"
"subj_60","experience pain","kick something",0.6,"causal_pairs_second","body","action"
"subj_60","remember something","kick something",0.82,"causal_pairs_second","mind","action"
"subj_60","become hungry","kick something",0.81,"causal_pairs_second","body","action"
"subj_60","choose what to do","kick something",0.48,"causal_pairs_second","mind","action"
"subj_60","get tired","kick something",0.55,"causal_pairs_second","body","action"
"subj_60","jump up and down","kick something",0.02,"causal_pairs_second","action","action"
"subj_60","see something","kick something",0.54,"causal_pairs_second","mind","action"
"subj_60","reach for something","kick something",0.83,"causal_pairs_second","action","action"
"subj_61","experience pain","reach for something",0.48,"causal_pairs_second","body","action"
"subj_61","see something","reach for something",0.03,"causal_pairs_second","mind","action"
"subj_61","kick something","reach for something",0.35,"causal_pairs_second","action","action"
"subj_61","become hungry","reach for something",0.96,"causal_pairs_second","body","action"
"subj_61","get sick","reach for something",0.31,"causal_pairs_second","body","action"
"subj_61","jump up and down","reach for something",0.46,"causal_pairs_second","action","action"
"subj_61","take a walk","reach for something",0.34,"causal_pairs_second","action","action"
"subj_61","get tired","reach for something",0.93,"causal_pairs_second","body","action"
"subj_61","sit down","reach for something",0.87,"causal_pairs_second","action","action"
"subj_61","choose what to do","reach for something",0.76,"causal_pairs_second","mind","action"
"subj_61","think about something","reach for something",0.65,"causal_pairs_second","mind","action"
"subj_61","feel scared","reach for something",0.58,"causal_pairs_second","body","action"
"subj_61","remember something","reach for something",0.52,"causal_pairs_second","mind","action"
"subj_61","hear something","reach for something",0.71,"causal_pairs_second","mind","action"
"subj_61","reach for something","experience pain",0.48,"causal_pairs_second","action","body"
"subj_61","see something","experience pain",0.6,"causal_pairs_second","mind","body"
"subj_61","kick something","experience pain",0.03,"causal_pairs_second","action","body"
"subj_61","become hungry","experience pain",0.68,"causal_pairs_second","body","body"
"subj_61","get sick","experience pain",0.14,"causal_pairs_second","body","body"
"subj_61","jump up and down","experience pain",0.38,"causal_pairs_second","action","body"
"subj_61","take a walk","experience pain",0.46,"causal_pairs_second","action","body"
"subj_61","get tired","experience pain",0.73,"causal_pairs_second","body","body"
"subj_61","sit down","experience pain",0.78,"causal_pairs_second","action","body"
"subj_61","choose what to do","experience pain",0.94,"causal_pairs_second","mind","body"
"subj_61","think about something","experience pain",0.91,"causal_pairs_second","mind","body"
"subj_61","feel scared","experience pain",0.05,"causal_pairs_second","body","body"
"subj_61","remember something","experience pain",0.86,"causal_pairs_second","mind","body"
"subj_61","hear something","experience pain",0.19,"causal_pairs_second","mind","body"
"subj_61","reach for something","see something",0.03,"causal_pairs_second","action","mind"
"subj_61","experience pain","see something",0.6,"causal_pairs_second","body","mind"
"subj_61","kick something","see something",0.48,"causal_pairs_second","action","mind"
"subj_61","become hungry","see something",0.97,"causal_pairs_second","body","mind"
"subj_61","get sick","see something",0.46,"causal_pairs_second","body","mind"
"subj_61","jump up and down","see something",0.47,"causal_pairs_second","action","mind"
"subj_61","take a walk","see something",0.31,"causal_pairs_second","action","mind"
"subj_61","get tired","see something",0.92,"causal_pairs_second","body","mind"
"subj_61","sit down","see something",0.84,"causal_pairs_second","action","mind"
"subj_61","choose what to do","see something",0.66,"causal_pairs_second","mind","mind"
"subj_61","think about something","see something",0.53,"causal_pairs_second","mind","mind"
"subj_61","feel scared","see something",0.68,"causal_pairs_second","body","mind"
"subj_61","remember something","see something",0.4,"causal_pairs_second","mind","mind"
"subj_61","hear something","see something",0.8,"causal_pairs_second","mind","mind"
"subj_61","reach for something","kick something",0.35,"causal_pairs_second","action","action"
"subj_61","experience pain","kick something",0.03,"causal_pairs_second","body","action"
"subj_61","see something","kick something",0.48,"causal_pairs_second","mind","action"
"subj_61","become hungry","kick something",0.78,"causal_pairs_second","body","action"
"subj_61","get sick","kick something",0,"causal_pairs_second","body","action"
"subj_61","jump up and down","kick something",0.4,"causal_pairs_second","action","action"
"subj_61","take a walk","kick something",0.43,"causal_pairs_second","action","action"
"subj_61","get tired","kick something",0.81,"causal_pairs_second","body","action"
"subj_61","sit down","kick something",0.84,"causal_pairs_second","action","action"
"subj_61","choose what to do","kick something",0.93,"causal_pairs_second","mind","action"
"subj_61","think about something","kick something",0.88,"causal_pairs_second","mind","action"
"subj_61","feel scared","kick something",0.19,"causal_pairs_second","body","action"
"subj_61","remember something","kick something",0.81,"causal_pairs_second","mind","action"
"subj_61","hear something","kick something",0.33,"causal_pairs_second","mind","action"
"subj_61","reach for something","become hungry",0.96,"causal_pairs_second","action","body"
"subj_61","experience pain","become hungry",0.68,"causal_pairs_second","body","body"
"subj_61","see something","become hungry",0.97,"causal_pairs_second","mind","body"
"subj_61","kick something","become hungry",0.78,"causal_pairs_second","action","body"
"subj_61","get sick","become hungry",0.9,"causal_pairs_second","body","body"
"subj_61","jump up and down","become hungry",0.38,"causal_pairs_second","action","body"
"subj_61","take a walk","become hungry",0.54,"causal_pairs_second","action","body"
"subj_61","get tired","become hungry",0.02,"causal_pairs_second","body","body"
"subj_61","sit down","become hungry",0.2,"causal_pairs_second","action","body"
"subj_61","choose what to do","become hungry",0.62,"causal_pairs_second","mind","body"
"subj_61","think about something","become hungry",0.72,"causal_pairs_second","mind","body"
"subj_61","feel scared","become hungry",0.52,"causal_pairs_second","body","body"
"subj_61","remember something","become hungry",0.79,"causal_pairs_second","mind","body"
"subj_61","hear something","become hungry",0.42,"causal_pairs_second","mind","body"
"subj_61","reach for something","get sick",0.31,"causal_pairs_second","action","body"
"subj_61","experience pain","get sick",0.14,"causal_pairs_second","body","body"
"subj_61","see something","get sick",0.46,"causal_pairs_second","mind","body"
"subj_61","kick something","get sick",0,"causal_pairs_second","action","body"
"subj_61","become hungry","get sick",0.9,"causal_pairs_second","body","body"
"subj_61","jump up and down","get sick",0.49,"causal_pairs_second","action","body"
"subj_61","take a walk","get sick",0.5,"causal_pairs_second","action","body"
"subj_61","get tired","get sick",0.92,"causal_pairs_second","body","body"
"subj_61","sit down","get sick",0.94,"causal_pairs_second","action","body"
"subj_61","choose what to do","get sick",1,"causal_pairs_second","mind","body"
"subj_61","think about something","get sick",0.93,"causal_pairs_second","mind","body"
"subj_61","feel scared","get sick",0.31,"causal_pairs_second","body","body"
"subj_61","remember something","get sick",0.85,"causal_pairs_second","mind","body"
"subj_61","hear something","get sick",0.46,"causal_pairs_second","mind","body"
"subj_61","reach for something","jump up and down",0.46,"causal_pairs_second","action","action"
"subj_61","experience pain","jump up and down",0.38,"causal_pairs_second","body","action"
"subj_61","see something","jump up and down",0.47,"causal_pairs_second","mind","action"
"subj_61","kick something","jump up and down",0.4,"causal_pairs_second","action","action"
"subj_61","become hungry","jump up and down",0.38,"causal_pairs_second","body","action"
"subj_61","get sick","jump up and down",0.49,"causal_pairs_second","body","action"
"subj_61","take a walk","jump up and down",0.05,"causal_pairs_second","action","action"
"subj_61","get tired","jump up and down",0.35,"causal_pairs_second","body","action"
"subj_61","sit down","jump up and down",0.33,"causal_pairs_second","action","action"
"subj_61","choose what to do","jump up and down",0.44,"causal_pairs_second","mind","action"
"subj_61","think about something","jump up and down",0.44,"causal_pairs_second","mind","action"
"subj_61","feel scared","jump up and down",0.31,"causal_pairs_second","body","action"
"subj_61","remember something","jump up and down",0.43,"causal_pairs_second","mind","action"
"subj_61","hear something","jump up and down",0.35,"causal_pairs_second","mind","action"
"subj_61","reach for something","take a walk",0.34,"causal_pairs_second","action","action"
"subj_61","experience pain","take a walk",0.46,"causal_pairs_second","body","action"
"subj_61","see something","take a walk",0.31,"causal_pairs_second","mind","action"
"subj_61","kick something","take a walk",0.43,"causal_pairs_second","action","action"
"subj_61","become hungry","take a walk",0.54,"causal_pairs_second","body","action"
"subj_61","get sick","take a walk",0.5,"causal_pairs_second","body","action"
"subj_61","jump up and down","take a walk",0.05,"causal_pairs_second","action","action"
"subj_61","get tired","take a walk",0.48,"causal_pairs_second","body","action"
"subj_61","sit down","take a walk",0.41,"causal_pairs_second","action","action"
"subj_61","choose what to do","take a walk",0.38,"causal_pairs_second","mind","action"
"subj_61","think about something","take a walk",0.33,"causal_pairs_second","mind","action"
"subj_61","feel scared","take a walk",0.44,"causal_pairs_second","body","action"
"subj_61","remember something","take a walk",0.29,"causal_pairs_second","mind","action"
"subj_61","hear something","take a walk",0.5,"causal_pairs_second","mind","action"
"subj_61","reach for something","get tired",0.93,"causal_pairs_second","action","body"
"subj_61","experience pain","get tired",0.73,"causal_pairs_second","body","body"
"subj_61","see something","get tired",0.92,"causal_pairs_second","mind","body"
"subj_61","kick something","get tired",0.81,"causal_pairs_second","action","body"
"subj_61","become hungry","get tired",0.02,"causal_pairs_second","body","body"
"subj_61","get sick","get tired",0.92,"causal_pairs_second","body","body"
"subj_61","jump up and down","get tired",0.35,"causal_pairs_second","action","body"
"subj_61","take a walk","get tired",0.48,"causal_pairs_second","action","body"
"subj_61","sit down","get tired",0.06,"causal_pairs_second","action","body"
"subj_61","choose what to do","get tired",0.49,"causal_pairs_second","mind","body"
"subj_61","think about something","get tired",0.6,"causal_pairs_second","mind","body"
"subj_61","feel scared","get tired",0.58,"causal_pairs_second","body","body"
"subj_61","remember something","get tired",0.69,"causal_pairs_second","mind","body"
"subj_61","hear something","get tired",0.51,"causal_pairs_second","mind","body"
"subj_61","reach for something","sit down",0.87,"causal_pairs_second","action","action"
"subj_61","experience pain","sit down",0.78,"causal_pairs_second","body","action"
"subj_61","see something","sit down",0.84,"causal_pairs_second","mind","action"
"subj_61","kick something","sit down",0.84,"causal_pairs_second","action","action"
"subj_61","become hungry","sit down",0.2,"causal_pairs_second","body","action"
"subj_61","get sick","sit down",0.94,"causal_pairs_second","body","action"
"subj_61","jump up and down","sit down",0.33,"causal_pairs_second","action","action"
"subj_61","take a walk","sit down",0.41,"causal_pairs_second","action","action"
"subj_61","get tired","sit down",0.06,"causal_pairs_second","body","action"
"subj_61","choose what to do","sit down",0.31,"causal_pairs_second","mind","action"
"subj_61","think about something","sit down",0.43,"causal_pairs_second","mind","action"
"subj_61","feel scared","sit down",0.66,"causal_pairs_second","body","action"
"subj_61","remember something","sit down",0.53,"causal_pairs_second","mind","action"
"subj_61","hear something","sit down",0.62,"causal_pairs_second","mind","action"
"subj_61","reach for something","choose what to do",0.76,"causal_pairs_second","action","mind"
"subj_61","experience pain","choose what to do",0.94,"causal_pairs_second","body","mind"
"subj_61","see something","choose what to do",0.66,"causal_pairs_second","mind","mind"
"subj_61","kick something","choose what to do",0.93,"causal_pairs_second","action","mind"
"subj_61","become hungry","choose what to do",0.62,"causal_pairs_second","body","mind"
"subj_61","get sick","choose what to do",1,"causal_pairs_second","body","mind"
"subj_61","jump up and down","choose what to do",0.44,"causal_pairs_second","action","mind"
"subj_61","take a walk","choose what to do",0.38,"causal_pairs_second","action","mind"
"subj_61","get tired","choose what to do",0.49,"causal_pairs_second","body","mind"
"subj_61","sit down","choose what to do",0.31,"causal_pairs_second","action","mind"
"subj_61","think about something","choose what to do",0.04,"causal_pairs_second","mind","mind"
"subj_61","feel scared","choose what to do",0.88,"causal_pairs_second","body","mind"
"subj_61","remember something","choose what to do",0.18,"causal_pairs_second","mind","mind"
"subj_61","hear something","choose what to do",0.89,"causal_pairs_second","mind","mind"
"subj_61","reach for something","think about something",0.65,"causal_pairs_second","action","mind"
"subj_61","experience pain","think about something",0.91,"causal_pairs_second","body","mind"
"subj_61","see something","think about something",0.53,"causal_pairs_second","mind","mind"
"subj_61","kick something","think about something",0.88,"causal_pairs_second","action","mind"
"subj_61","become hungry","think about something",0.72,"causal_pairs_second","body","mind"
"subj_61","get sick","think about something",0.93,"causal_pairs_second","body","mind"
"subj_61","jump up and down","think about something",0.44,"causal_pairs_second","action","mind"
"subj_61","take a walk","think about something",0.33,"causal_pairs_second","action","mind"
"subj_61","get tired","think about something",0.6,"causal_pairs_second","body","mind"
"subj_61","sit down","think about something",0.43,"causal_pairs_second","action","mind"
"subj_61","choose what to do","think about something",0.04,"causal_pairs_second","mind","mind"
"subj_61","feel scared","think about something",0.87,"causal_pairs_second","body","mind"
"subj_61","remember something","think about something",0.03,"causal_pairs_second","mind","mind"
"subj_61","hear something","think about something",0.91,"causal_pairs_second","mind","mind"
"subj_61","reach for something","feel scared",0.58,"causal_pairs_second","action","body"
"subj_61","experience pain","feel scared",0.05,"causal_pairs_second","body","body"
"subj_61","see something","feel scared",0.68,"causal_pairs_second","mind","body"
"subj_61","kick something","feel scared",0.19,"causal_pairs_second","action","body"
"subj_61","become hungry","feel scared",0.52,"causal_pairs_second","body","body"
"subj_61","get sick","feel scared",0.31,"causal_pairs_second","body","body"
"subj_61","jump up and down","feel scared",0.31,"causal_pairs_second","action","body"
"subj_61","take a walk","feel scared",0.44,"causal_pairs_second","action","body"
"subj_61","get tired","feel scared",0.58,"causal_pairs_second","body","body"
"subj_61","sit down","feel scared",0.66,"causal_pairs_second","action","body"
"subj_61","choose what to do","feel scared",0.88,"causal_pairs_second","mind","body"
"subj_61","think about something","feel scared",0.87,"causal_pairs_second","mind","body"
"subj_61","remember something","feel scared",0.85,"causal_pairs_second","mind","body"
"subj_61","hear something","feel scared",0.02,"causal_pairs_second","mind","body"
"subj_61","reach for something","remember something",0.52,"causal_pairs_second","action","mind"
"subj_61","experience pain","remember something",0.86,"causal_pairs_second","body","mind"
"subj_61","see something","remember something",0.4,"causal_pairs_second","mind","mind"
"subj_61","kick something","remember something",0.81,"causal_pairs_second","action","mind"
"subj_61","become hungry","remember something",0.79,"causal_pairs_second","body","mind"
"subj_61","get sick","remember something",0.85,"causal_pairs_second","body","mind"
"subj_61","jump up and down","remember something",0.43,"causal_pairs_second","action","mind"
"subj_61","take a walk","remember something",0.29,"causal_pairs_second","action","mind"
"subj_61","get tired","remember something",0.69,"causal_pairs_second","body","mind"
"subj_61","sit down","remember something",0.53,"causal_pairs_second","action","mind"
"subj_61","choose what to do","remember something",0.18,"causal_pairs_second","mind","mind"
"subj_61","think about something","remember something",0.03,"causal_pairs_second","mind","mind"
"subj_61","feel scared","remember something",0.85,"causal_pairs_second","body","mind"
"subj_61","hear something","remember something",0.91,"causal_pairs_second","mind","mind"
"subj_61","reach for something","hear something",0.71,"causal_pairs_second","action","mind"
"subj_61","experience pain","hear something",0.19,"causal_pairs_second","body","mind"
"subj_61","see something","hear something",0.8,"causal_pairs_second","mind","mind"
"subj_61","kick something","hear something",0.33,"causal_pairs_second","action","mind"
"subj_61","become hungry","hear something",0.42,"causal_pairs_second","body","mind"
"subj_61","get sick","hear something",0.46,"causal_pairs_second","body","mind"
"subj_61","jump up and down","hear something",0.35,"causal_pairs_second","action","mind"
"subj_61","take a walk","hear something",0.5,"causal_pairs_second","action","mind"
"subj_61","get tired","hear something",0.51,"causal_pairs_second","body","mind"
"subj_61","sit down","hear something",0.62,"causal_pairs_second","action","mind"
"subj_61","choose what to do","hear something",0.89,"causal_pairs_second","mind","mind"
"subj_61","think about something","hear something",0.91,"causal_pairs_second","mind","mind"
"subj_61","feel scared","hear something",0.02,"causal_pairs_second","body","mind"
"subj_61","remember something","hear something",0.91,"causal_pairs_second","mind","mind"
"subj_62","get sick","become hungry",0.01,"causal_pairs_second","body","body"
