subject_id,condition,first_item,middle_causal,middle_similar,third_item,response,domain_first_item,domain_third_item,domain_middle_causal,domain_middle_similar,freesort_minus_causal_distance_causal,rank_causal,freesort_minus_causal_distance_similar,rank_similar,joint_distance_difference
subj_46,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_46,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_47,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_47,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_47,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_47,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_47,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_47,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_47,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_47,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_47,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_48,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_48,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_48,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_48,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_48,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_48,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_48,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_48,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_48,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_49,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_49,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_49,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_49,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_49,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_49,Causal Chain,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_49,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_49,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_49,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_50,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_50,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_50,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_50,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_50,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_50,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_50,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_50,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_50,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_51,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_51,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_51,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_51,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_51,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_51,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_51,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_51,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_51,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_52,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_52,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_52,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_52,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_52,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_52,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_52,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_52,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_52,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_53,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_53,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_53,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_53,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_53,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_53,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_53,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_53,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_53,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_54,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_54,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_54,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_54,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_54,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_54,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_54,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_54,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_54,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_55,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_55,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_55,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_55,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_55,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_55,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_55,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_55,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_55,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_56,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_56,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_56,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_56,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_56,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_56,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_56,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_56,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_56,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_57,Causal Chain,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_57,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_57,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_57,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_57,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_57,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_57,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_57,Causal Chain,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_57,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_58,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_58,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_58,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_58,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_58,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_58,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_58,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_58,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_58,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_59,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_59,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_59,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_59,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_59,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_59,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_59,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_59,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_59,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_60,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_60,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_60,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_60,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_60,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_60,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_60,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_60,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_60,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_61,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_61,Causal Chain,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_61,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_61,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_61,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_61,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_61,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_61,Causal Chain,get sick,remember something,experience pain,become hungry,Direct,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_61,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_62,Causal Chain,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_62,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_62,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_62,Causal Chain,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_62,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_62,Causal Chain,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_62,Causal Chain,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_62,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_62,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_63,Causal Chain,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_63,Causal Chain,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_63,Causal Chain,get tired,choose what to do,become hungry,feel scared,Direct,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_63,Causal Chain,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_63,Causal Chain,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_63,Causal Chain,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_63,Causal Chain,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_63,Causal Chain,sit down,experience pain,take a walk,jump up and down,Direct,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_63,Causal Chain,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_64,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_64,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_64,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_64,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_64,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_64,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Direct,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_64,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Direct,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_64,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Direct,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_64,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_65,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_65,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_65,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_65,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_65,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_65,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_65,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_65,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_65,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_66,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_66,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_66,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_66,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_66,Intrinsic Cause,see something,take a walk,remember something,hear something,Direct,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_66,Intrinsic Cause,remember something,feel scared,think about something,hear something,Direct,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_66,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_66,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_66,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_67,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_67,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_67,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_67,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_67,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Direct,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_67,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_67,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_67,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_67,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_68,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_68,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_68,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_68,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_68,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_68,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
subj_68,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_68,Intrinsic Cause,take a walk,see something,jump up and down,reach for something,Intrinsic,action,action,mind,action,0.54,6,-0.33,13,0.8700000000000001
subj_68,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_69,Intrinsic Cause,become hungry,think about something,get tired,feel scared,Intrinsic,bio,bio,mind,bio,0.7,1,-0.06,13,0.76
subj_69,Intrinsic Cause,remember something,feel scared,think about something,hear something,Intrinsic,mind,mind,bio,mind,0.46,3,-0.09,12,0.55
subj_69,Intrinsic Cause,jump up and down,get tired,take a walk,sit down,Intrinsic,action,action,bio,action,0.66,2,-0.4,13,1.06
subj_69,Intrinsic Cause,choose what to do,take a walk,see something,hear something,Intrinsic,mind,mind,action,mind,0.49,1,-0.13,13,0.62
subj_69,Intrinsic Cause,see something,take a walk,remember something,hear something,Intrinsic,mind,mind,action,mind,0.58,1,0.05,13,0.5299999999999999
subj_69,Intrinsic Cause,sit down,experience pain,take a walk,jump up and down,Intrinsic,action,action,bio,action,0.4,5,-0.57,13,0.97
subj_69,Intrinsic Cause,get sick,remember something,experience pain,become hungry,Intrinsic,bio,bio,mind,bio,0.52,3,-0.05,13,0.5700000000000001
subj_69,Intrinsic Cause,get tired,choose what to do,become hungry,feel scared,Intrinsic,bio,bio,mind,bio,0.53,3,-0.12,13,0.65
